976, 0.0442
3440, 0.0881
3920, 0.1045
5264, 0.1316
6144, 0.1464
1584, 0.0621
6728, 0.1751
3632, 0.0976
4784, 0.1042
1736, 0.0587
1796, 0.0668
3092, 0.0729
1412, 0.0543
3904, 0.1143
3064, 0.0819
3392, 0.1072
1808, 0.0684
11888, 0.2206
1092, 0.0490
3188, 0.0982
3748, 0.1042
1772, 0.0672
5536, 0.1393
3136, 0.0878
3208, 0.0921
1272, 0.0521
3208, 0.0950
1316, 0.0540
1428, 0.0525
2764, 0.0916
5376, 0.1163
1456, 0.0507
2160, 0.0696
4988, 0.1293
6004, 0.1514
7452, 0.1843
1560, 0.0558
4116, 0.1205
6588, 0.1414
3112, 0.0850
1680, 0.0688
1860, 0.0590
3856, 0.1062
9632, 0.2045
2528, 0.0719
4660, 0.1197
4344, 0.1053
3204, 0.0918
3736, 0.1050
6832, 0.1726
6880, 0.1496
3348, 0.1030
5060, 0.1122
2432, 0.0785
2800, 0.0878
3500, 0.1098
7896, 0.1808
2708, 0.0848
3112, 0.0991
1360, 0.0625
2004, 0.0673
3824, 0.1058
3508, 0.1123
2608, 0.0666
5016, 0.1309
1752, 0.0600
1688, 0.0671
5416, 0.1228
1160, 0.0483
6192, 0.1499
720, 0.0393
4056, 0.1047
2764, 0.0858
3312, 0.0919
4240, 0.1133
1560, 0.0630
6520, 0.1543
6172, 0.1380
2476, 0.0809
2604, 0.0839
1372, 0.0640
1612, 0.0665
2712, 0.0846
2644, 0.0781
3296, 0.0913
1540, 0.0615
1372, 0.0510
2980, 0.0882
1520, 0.0595
4924, 0.1315
6764, 0.1435
4228, 0.1067
3172, 0.0811
3424, 0.1058
5332, 0.1137
2660, 0.0888
1724, 0.0614
5236, 0.1538
1524, 0.0564
4684, 0.1101
