9456, 16.8925
6808, 14.2467
13984, 23.6431
14324, 24.9584
26136, 38.8269
7232, 15.6711
7056, 14.7258
7184, 15.7076
7208, 15.0374
12516, 22.3966
4436, 10.3828
2364, 7.4978
1496, 5.5019
3220, 9.1142
1652, 5.3315
5232, 12.7589
6868, 15.1429
3188, 8.6027
7152, 15.0572
5260, 12.4539
7016, 15.4175
6248, 14.0677
12016, 21.8781
2720, 7.7042
3780, 10.1829
7120, 15.0464
7180, 15.3959
5380, 12.5134
7128, 15.5789
1300, 4.8101
15104, 24.3934
5304, 12.2126
11836, 21.2148
304, 2.2084
11668, 21.2692
1588, 5.1713
7168, 14.0997
932, 4.1274
2996, 8.2587
6108, 13.4027
2636, 7.4039
1252, 4.4425
4264, 9.7797
7080, 15.2965
7028, 15.3214
6868, 14.4410
2020, 6.1920
4596, 10.7823
7412, 15.7217
14400, 23.6962
7028, 14.7195
7172, 14.8548
6024, 13.5539
14412, 25.8049
872, 3.9397
9664, 17.1714
7188, 15.6429
1280, 4.8390
3008, 8.5814
10340, 18.3433
12280, 21.7500
6816, 14.5026
8416, 16.9404
5180, 12.2000
12204, 22.0278
13644, 22.9664
7068, 14.8468
12952, 22.5830
6584, 13.0642
13100, 22.7335
4748, 10.7095
6760, 15.1794
12544, 21.8127
14276, 24.7289
15028, 25.0715
7008, 15.2108
11896, 22.4625
5212, 11.9307
2540, 7.3144
5720, 13.1101
12424, 22.0099
14788, 24.6811
9552, 17.0655
4776, 11.4555
15624, 27.8866
3068, 8.9801
14416, 26.9340
5528, 13.1355
7040, 15.7753
14344, 25.3221
6964, 14.7269
6956, 14.4576
23384, 32.6665
7104, 15.4367
6672, 14.5954
15988, 25.4314
13136, 22.1989
11132, 20.9565
8720, 16.6698
6008, 13.3920
