2952, 1.7172
3204, 1.8170
2812, 1.6322
7192, 3.3775
3000, 1.7604
2588, 1.4757
1148, 0.9193
6312, 2.9288
14444, 5.4615
6376, 3.0906
6840, 3.1146
6192, 2.8534
5328, 2.6135
6208, 2.8704
3368, 1.9326
7140, 3.2839
5232, 2.5015
6128, 2.9202
7540, 3.5444
5660, 2.6641
1840, 1.2081
7336, 3.5440
1440, 1.0538
7212, 3.4553
6004, 2.7617
5296, 2.5082
4772, 2.2741
2380, 1.3933
1320, 0.9788
5384, 2.5619
6212, 2.9309
6652, 2.9905
10508, 4.4158
3312, 1.8656
7412, 3.6324
6124, 2.9340
2480, 1.5061
3320, 1.9378
7220, 3.4659
7140, 3.3875
6420, 2.9608
10128, 3.9191
3152, 1.8061
5256, 2.5049
5392, 2.6632
3188, 1.7885
3152, 1.8199
5424, 2.6276
8440, 3.6434
6020, 2.7153
2132, 1.3032
3092, 1.7692
5304, 2.5220
7060, 3.2073
5428, 2.5449
3032, 1.7271
6348, 3.0010
11188, 4.6361
7336, 3.4458
4736, 2.2551
6396, 2.9634
7220, 3.4413
2936, 1.7110
5492, 2.7265
5284, 2.5075
10532, 4.2837
3308, 1.9149
1864, 1.2484
1364, 1.0206
3388, 1.9767
5352, 2.5666
2740, 1.4991
7180, 3.3340
2284, 1.3603
7116, 3.3397
5468, 2.5877
3380, 1.9046
4352, 2.0844
3104, 1.7896
11380, 4.4400
3024, 1.7349
3556, 2.0276
3244, 1.8860
12072, 4.6933
6308, 2.9337
2480, 1.5024
6920, 3.1212
7208, 3.3957
3372, 1.9235
11936, 4.6316
3752, 2.0670
6692, 3.1717
3748, 2.1209
3360, 1.8786
3488, 1.9945
5528, 2.6373
5200, 2.5109
2928, 1.6814
5700, 2.6928
3340, 1.8321
