15616, 2.3880
17128, 2.9384
28008, 3.9554
59452, 6.7653
27248, 4.0450
3344, 0.8470
7052, 1.4715
16644, 2.8215
16320, 2.6956
57388, 6.8859
57216, 7.0085
52116, 6.0495
27716, 3.9404
104348, 9.9050
15688, 2.4842
14696, 2.5532
36252, 4.4165
70688, 7.9176
58792, 6.7373
27488, 3.8256
28308, 3.5452
27680, 3.7879
34872, 4.6526
34556, 4.4853
36628, 4.8860
15168, 2.3453
16460, 2.8017
53108, 5.6831
10728, 1.9243
7200, 1.4020
35848, 4.8915
22916, 2.9656
33388, 4.0610
36312, 4.8809
3628, 0.8996
15604, 2.6046
71652, 7.8748
9664, 1.7662
24116, 3.1215
28004, 4.0616
35028, 4.7805
3448, 0.8548
5228, 1.0619
34964, 4.7072
17260, 2.8077
33076, 4.5594
62308, 7.2331
60536, 7.1007
33328, 4.5354
60420, 6.5268
61832, 7.3627
7572, 1.4542
36272, 5.0522
34692, 4.6789
17048, 2.7592
16568, 2.6926
27468, 3.8225
25708, 3.6913
36240, 4.5876
33312, 4.6277
7520, 1.5266
37200, 4.8587
14552, 2.3152
27064, 3.8776
33700, 4.5683
4068, 0.7819
3608, 0.8852
35304, 4.6527
7152, 1.4886
18164, 2.8121
28008, 4.0706
33180, 4.2603
29840, 4.1654
54648, 6.0764
60680, 6.8093
36648, 4.7084
14704, 2.5190
32164, 4.0977
32748, 4.4001
14404, 2.2368
7504, 1.5458
15740, 2.5857
59584, 6.9070
34876, 4.4939
16996, 2.7057
32312, 4.4869
71816, 7.7837
27176, 3.7154
32952, 4.2491
27640, 3.7463
80464, 8.3782
37420, 4.8149
5636, 1.2699
57168, 6.4084
12236, 1.9749
16376, 2.7997
26068, 3.2785
71500, 7.5348
7056, 1.5360
28068, 3.8564
